<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,act_fn,avg_memory,batch_size,device,device_config,device_idx,dropout,exp_name,input_size,iters,latency,macs,max_memory,model,model_config,num_threads,platform,randomized_text,requires_grad,results_dir,total_nn_calls,total_params,trainable_params,use_channels_last,use_cuda,use_dquant,use_fp16,use_ipex,use_jit,use_tensorrt,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
1.0,115605504.0,37.0,0.0,49.0,4247500800.0,25.0,3840000.0,relu,1486880768.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.109956979751584e-07,4366946304.0,1486880768.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,231211008.0,37.0,0.0,49.0,8495001600.0,25.0,7680000.0,relu,1885339648.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,1.2628734111785887e-06,8733892608.0,1885339648.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,462422016.0,37.0,0.0,49.0,16990003200.0,25.0,15360000.0,relu,1887436800.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,1.2420117855072019e-06,17467785216.0,1887436800.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,924844032.0,37.0,0.0,49.0,33980006400.0,25.0,30720000.0,relu,2285895680.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,1.2438744306564328e-06,34935570432.0,2285895680.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,1849688064.0,37.0,0.0,49.0,67960012800.0,25.0,61440000.0,relu,2285895680.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,1.27740204334259e-06,69871140864.0,2285895680.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,3699376128.0,37.0,0.0,49.0,135920025600.0,25.0,122880000.0,relu,2285895680.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,1.261010766029358e-06,139742281728.0,2285895680.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,7398752256.0,37.0,0.0,49.0,271840051200.0,25.0,245760000.0,relu,2478833664.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.083879947662355e-07,279484563456.0,2478833664.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,14797504512.0,37.0,0.0,49.0,543680102400.0,25.0,491520000.0,relu,2776629248.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,7.871538400650026e-07,558969126912.0,2776629248.0,vit32,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,112.0,88224232.0,88224232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
245.0,5360927200.0,,,,,,,relu,1342177280.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.311122655868529e-07,5439190496.0,1342177280.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,78199296.0,1.0,64000.0,,,,,,,,,,,,
245.0,10721854400.0,,,,,,,relu,1551892480.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.493661880493164e-07,10878380992.0,1551892480.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,156398592.0,1.0,128000.0,,,,,,,,,,,,
245.0,21443708800.0,,,,,,,relu,1807745024.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.244067430496216e-07,21756761984.0,1807745024.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,312797184.0,1.0,256000.0,,,,,,,,,,,,
245.0,42887417600.0,,,,,,,relu,2061500416.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,1.179426908493042e-06,43513523968.0,2061500416.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,625594368.0,1.0,512000.0,,,,,,,,,,,,
245.0,85774835200.0,,,,,,,relu,2212495360.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.203089237213134e-07,87027047936.0,2212495360.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1251188736.0,1.0,1024000.0,,,,,,,,,,,,
245.0,171549670400.0,,,,,,,relu,2548039680.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.150935173034669e-07,174054095872.0,2548039680.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,2502377472.0,1.0,2048000.0,,,,,,,,,,,,
245.0,343099340800.0,,,,,,,relu,3420454912.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.687376976013183e-07,348108191744.0,3420454912.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,5004754944.0,1.0,4096000.0,,,,,,,,,,,,
245.0,686198681600.0,,,,,,,relu,4290772992.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.385628461837768e-07,696216383488.0,4290772992.0,efficientnet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,403.0,54139356.0,54139356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,10009509888.0,1.0,8192000.0,,,,,,,,,,,,
64.0,501187680.0,,,,,,,relu,1142947840.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,9.126961231231687e-07,536192992.0,1142947840.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,34941312.0,1.0,64000.0,43.0,0.0,,,,,,,,,,
64.0,1002375360.0,,,,,,,relu,1153433600.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.545815944671631e-07,1072385984.0,1153433600.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,69882624.0,1.0,128000.0,43.0,0.0,,,,,,,,,,
64.0,2004750720.0,,,,,,,relu,1195376640.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.378177881240846e-07,2144771968.0,1195376640.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,139765248.0,1.0,256000.0,43.0,0.0,,,,,,,,,,
64.0,4009501440.0,,,,,,,relu,1277165568.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.769333362579346e-07,4289543936.0,1277165568.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,279530496.0,1.0,512000.0,43.0,0.0,,,,,,,,,,
64.0,8019002880.0,,,,,,,relu,1470103552.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,2.2552907466888427e-06,8579087872.0,1470103552.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,559060992.0,1.0,1024000.0,43.0,0.0,,,,,,,,,,
64.0,16038005760.0,,,,,,,relu,1835008000.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,9.18656587600708e-07,17158175744.0,1835008000.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1118121984.0,1.0,2048000.0,43.0,0.0,,,,,,,,,,
64.0,32076011520.0,,,,,,,relu,2554331136.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,9.078532457351684e-07,34316351488.0,2554331136.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2236243968.0,1.0,4096000.0,43.0,0.0,,,,,,,,,,
64.0,64152023040.0,,,,,,,relu,3992977408.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.922070264816284e-07,68632702976.0,3992977408.0,efficientnet_lite,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,172.0,5416680.0,5416680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4472487936.0,1.0,8192000.0,43.0,0.0,,,,,,,,,,
45.0,3001948544.0,,,,,,,relu,1205862400.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.635222911834717e-07,3002076544.0,1205862400.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,128000.0,,,41.0,0.0,,,,,,,,
45.0,6003897088.0,,,,,,,relu,1279262720.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,1.3958662748336792e-06,6004153088.0,1279262720.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,256000.0,,,41.0,0.0,,,,,,,,
45.0,12007794176.0,,,,,,,relu,1279262720.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.240342140197752e-07,12008306176.0,1279262720.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,512000.0,,,41.0,0.0,,,,,,,,
45.0,24015588352.0,,,,,,,relu,1354760192.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.109956979751584e-07,24016612352.0,1354760192.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1024000.0,,,41.0,0.0,,,,,,,,
45.0,48031176704.0,,,,,,,relu,1595932672.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.605420589447019e-07,48033224704.0,1595932672.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,2048000.0,,,41.0,0.0,,,,,,,,
45.0,96062353408.0,,,,,,,relu,1935671296.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.113682270050049e-07,96066449408.0,1935671296.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,4096000.0,,,41.0,0.0,,,,,,,,
45.0,192124706816.0,,,,,,,relu,2503999488.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.337199687957764e-07,192132898816.0,2503999488.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,8192000.0,,,41.0,0.0,,,,,,,,
45.0,384249413632.0,,,,,,,relu,3640655872.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.493661880493164e-07,384265797632.0,3640655872.0,gernet,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,87.0,21142920.0,21142920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,16384000.0,,,41.0,0.0,,,,,,,,
20.0,1813561344.0,,,1.0,512000.0,,,relu,1182793728.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.746981620788575e-07,1824033792.0,1182793728.0,resnet18,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,52.0,11689512.0,11689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9934848.0,1.0,25600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,3627122688.0,,,1.0,1024000.0,,,relu,1231028224.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.266419172286988e-07,3648067584.0,1231028224.0,resnet18,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,52.0,11689512.0,11689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19869696.0,1.0,51200.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,7254245376.0,,,1.0,2048000.0,,,relu,1312817152.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.545815944671631e-07,7296135168.0,1312817152.0,resnet18,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,52.0,11689512.0,11689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,39739392.0,1.0,102400.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,14508490752.0,,,1.0,4096000.0,,,relu,1417674752.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.240342140197752e-07,14592270336.0,1417674752.0,resnet18,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,52.0,11689512.0,11689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,79478784.0,1.0,204800.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,29016981504.0,,,1.0,8192000.0,,,relu,1522532352.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.728355169296266e-07,29184540672.0,1522532352.0,resnet18,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,52.0,11689512.0,11689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,158957568.0,1.0,409600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,58033963008.0,,,1.0,16384000.0,,,relu,1728053248.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,9.551644325256347e-07,58369081344.0,1728053248.0,resnet18,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,52.0,11689512.0,11689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,317915136.0,1.0,819200.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,116067926016.0,,,1.0,32768000.0,,,relu,2139095040.0,"[1, 2, 4, 8, 16, 32, 64, 128]",cuda,config/devices/cuda.yaml,0.0,,pretrained-trt,[224],10.0,8.929520845413208e-07,116738162688.0,2139095040.0,resnet18,config/models/vision.yaml,1.0,2080Ti,1.0,0.0,experiments/pretrained,52.0,11689512.0,11689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,635830272.0,1.0,1638400.0,,,9.0,0.0,1.0,0.0,,,,,,
